"trackid","DisasterID","DisasterName","Status","lastname","firstname","Address","City","State","ZIP","dob","age","sex","persondescription","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
4513,"201104ALabama","Alabama Tornado of April 2011","Registered","Letson","Ashton","14391 SARA BETH DRIVE","HARVEST ","AL","35749",6/4/1984 0:00:00,28,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Ashton Letson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4514,"201104ALabama","Alabama Tornado of April 2011","Registered","Jasso","Cierra","17675 JEFFERY ST","ATHENS","AL","35611",6/5/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Cierra Jasso was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4515,"201104ALabama","Alabama Tornado of April 2011","Registered","Chapman","John","13876 Market St","Moulton","AL","35650",6/5/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Chapman was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4516,"201104ALabama","Alabama Tornado of April 2011","Registered","Perez","Chayenne","407 Hillside Rd SW","Decatur","AL","35601",6/25/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Chayenne Perez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4517,"201104ALabama","Alabama Tornado of April 2011","Registered","Bates","Matthias","4415 OLD MOULTON ROAD","DECATUR","AL","35603",6/11/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Matthias Bates was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4518,"201104ALabama","Alabama Tornado of April 2011","Registered","Carr","Nicholas","4533 Day Rd SW","Decatur","AL","35603",6/11/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Nicholas Carr was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4519,"201104ALabama","Alabama Tornado of April 2011","Registered","Barnett","Bryce","2932 Legacy Dr. S.W.","Decatur","AL","35603",1/29/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Bryce Barnett came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4520,"201104ALabama","Alabama Tornado of April 2011","Registered","Vaughn","Mackenize","2932 Legacy Dr. S.W.","Decatur","AL","35603",3/18/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Mackenize Vaughn came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4521,"201104ALabama","Alabama Tornado of April 2011","Registered","Thompson","Aaron","2932 Legacy Drive","Decatur","AL","35603",6/30/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Aaron Thompson was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4522,"201104ALabama","Alabama Tornado of April 2011","Registered","Grays","Ava","101 Tabernacle","Hartselle","AL","35640",11/2/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Ava Grays came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4523,"201104ALabama","Alabama Tornado of April 2011","Registered","Harper","Leah","906 Mason","Athens","AL","35611",9/26/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Leah Harper came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4524,"201104ALabama","Alabama Tornado of April 2011","Registered","Terry","Aalyiah","8215 Co Rd 217","Hiilsboro","AL","35643",7/7/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Aalyiah Terry came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4525,"201104ALabama","Alabama Tornado of April 2011","Registered","Lewis","Justin","18310 East Limestone Rd","Athens","AL","35613",5/11/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Justin Lewis came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4526,"201104ALabama","Alabama Tornado of April 2011","Registered","Phillips","Karlie","2001 Tunsel Rd SW","Hartselle","AL","35640",10/25/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Karlie Phillips was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4527,"201104ALabama","Alabama Tornado of April 2011","Registered","Slaten","James","70 Amber Circle","Decatur","AL","35603",11/27/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","James Slaten came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4528,"201104ALabama","Alabama Tornado of April 2011","Registered","Cox","Johanna","70 Amber Circle","Decatur","AL","35603",2/19/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Johanna Cox came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4529,"201104ALabama","Alabama Tornado of April 2011","Registered","Watkins","Wesley","2220 Mud Traven Rd","Decatur","AL","35603",7/2/1971 0:00:00,41,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Wesley Watkins came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4530,"201104ALabama","Alabama Tornado of April 2011","Registered","Clackley","Abreya","4553 Old Moulton Rd","Decatur","AL","35603",5/17/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Abreya Clackley came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4531,"201104ALabama","Alabama Tornado of April 2011","Registered","Torreblanca","Brian","1610 Faye St SW","Decatur","AL","35601",5/14/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Brian Torreblanca was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4532,"201104ALabama","Alabama Tornado of April 2011","Registered","Schroer","Reagan","3203 Germantown Pl SW","Decatur","AL","35603",11/22/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Reagan Schroer came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4533,"201104ALabama","Alabama Tornado of April 2011","Registered","Pitts","Brandon","24311 Co Rd 460","Trinity","AL","35673",10/21/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Brandon Pitts was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4534,"201104ALabama","Alabama Tornado of April 2011","Registered","Wilson","Micheal","24311 Co Rd 460","Trinity","AL","35673",3/5/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Micheal Wilson was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4535,"201104ALabama","Alabama Tornado of April 2011","Registered","Napier","Katlin","868 Co Rd 322","Moulton","AL","35650",9/30/1973 0:00:00,39,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Katlin Napier came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4536,"201104ALabama","Alabama Tornado of April 2011","Registered","Smiley","Nicara","2726 Longfellow","Decatur","AL","35603",2/9/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Nicara Smiley came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4537,"201104ALabama","Alabama Tornado of April 2011","Registered","Cowart","Tiffany","1306 Spring Branch Dr NE","Hartselle","AL","35640",11/11/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Tiffany Cowart came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4538,"201104ALabama","Alabama Tornado of April 2011","Registered","Gagliano","Levi","1093 County Rd. 288","Courtland","AL","35618",5/13/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Levi Gagliano was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4539,"201104ALabama","Alabama Tornado of April 2011","Registered","Crumpton","Austin","478 Brown Rd","Danville","AL","35619",8/24/1973 0:00:00,39,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Austin Crumpton was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4540,"201104ALabama","Alabama Tornado of April 2011","Registered","Morris","Raul","2202 Inverness Lane SW","Decatur","AL","35603",1/25/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Raul Morris came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4541,"201104ALabama","Alabama Tornado of April 2011","Registered","Berner","Tyler","404 Samola St","Athens","AL","35611",8/28/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Tyler Berner was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4542,"201104ALabama","Alabama Tornado of April 2011","Registered","Messer","Katelyn","62 James K Dr","Danville","AL","35619",1/8/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Katelyn Messer was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4543,"201104ALabama","Alabama Tornado of April 2011","Registered","Mack","Jaycob","1470 Co Rd 176 Apt 54","Moulton","AL","35650",4/29/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jaycob Mack came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4544,"201104ALabama","Alabama Tornado of April 2011","Registered","Maher","Jateum","207 Larkwood Dr S.W.","Decatur","AL","35601",5/28/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jateum Maher was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4545,"201104ALabama","Alabama Tornado of April 2011","Registered","Malone","Ashlee","2310 Shelburne Ave SW","Decatur","AL","35603",3/28/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Ashlee Malone was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4546,"201104ALabama","Alabama Tornado of April 2011","Registered","Malone","Danny","2310  Shelburne Ave SW","Decatur","AL","35603",11/26/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Danny Malone came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4547,"201104ALabama","Alabama Tornado of April 2011","Registered","Alred","Clayton","2310 Shelburne Ave SW","Decatur","AL","35603",4/4/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Clayton Alred came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4548,"201104ALabama","Alabama Tornado of April 2011","Registered","Phillips","Matthew","1124 7th Ave SE","Decatur","AL","35601",2/21/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Matthew Phillips was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4549,"201104ALabama","Alabama Tornado of April 2011","Registered","Tapscott","Hunter","637 N Seneca Dr.","Trinity ","AL","35673",2/24/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Hunter Tapscott was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4550,"201104ALabama","Alabama Tornado of April 2011","Registered","Watkins","Michael","637 N Seneca Dr","Trinity","AL","35673",6/4/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Michael Watkins was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4551,"201104ALabama","Alabama Tornado of April 2011","Registered","Smith","Thomas","1702 Buena Vista Cr SE","Decatur","AL","35601",7/7/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Thomas Smith came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4552,"201104ALabama","Alabama Tornado of April 2011","Registered","Rizo","Maggie","77 Eagle Wing Dr Se","Decatur","AL","35603",6/2/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Maggie Rizo came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4553,"201104ALabama","Alabama Tornado of April 2011","Registered","Long","Thomas","1428 North St SE","Decatur","AL","35601",6/2/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Thomas Long was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4554,"201104ALabama","Alabama Tornado of April 2011","Registered","Davidson","Brielle","3661 West Chapel Hill Rd","Decatur","AL","35603",5/21/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Brielle Davidson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4555,"201104ALabama","Alabama Tornado of April 2011","Registered","Haggenmaker","Samantha","1106 Clint Drive","Hartselle","AL","35640",9/9/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Samantha Haggenmaker came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4556,"201104ALabama","Alabama Tornado of April 2011","Registered","May","William","2620 Old River Rd","Decatur","AL","35603",2/18/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","William May was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4557,"201104ALabama","Alabama Tornado of April 2011","Registered","Brady","Alisha","1798 Co. Rd. 221","Moulton","AL","35650",5/26/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Alisha Brady came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4558,"201104ALabama","Alabama Tornado of April 2011","Registered","Terry","Sebastian","1202 19th Ave SW","Decatur","AL","35601",5/28/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Sebastian Terry was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4559,"201104ALabama","Alabama Tornado of April 2011","Registered","Prince","Richard","7764 County Road 222","Trinity","AL","35673",5/29/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Richard Prince was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4560,"201104ALabama","Alabama Tornado of April 2011","Registered","Seal","Kirstyn","7764 Co Rd 222","Trinity","AL","35673",5/21/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Kirstyn Seal came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4561,"201104ALabama","Alabama Tornado of April 2011","Registered","White","Britani","2697 Co Rd 327","Moulton","AL","35650",6/2/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Britani White came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4562,"201104ALabama","Alabama Tornado of April 2011","Registered","Byrd","Kaitlin","2697 Co Rd 327","Moulton","AL","35650",6/2/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Kaitlin Byrd came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4563,"201104ALabama","Alabama Tornado of April 2011","Registered","Terry","James","6527 Co. Rd. 460","Moulton","AL","35650",3/17/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","James Terry was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4564,"201104ALabama","Alabama Tornado of April 2011","Registered","Minor","Kayle","51 Walter Lane","Decatur","AL","35603",6/4/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Kayle Minor was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4565,"201104ALabama","Alabama Tornado of April 2011","Registered","Winchester","William","86 Greg Ave","Decatur","AL","35603",2/12/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","William Winchester was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4566,"201104ALabama","Alabama Tornado of April 2011","Registered","Wright","Leah","86 Greg Ave","Deatur","AL","35603",10/5/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Leah Wright came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4567,"201104ALabama","Alabama Tornado of April 2011","Registered","Bramlett","Dylann","1412 Brookline Ave Apt D","Decatur","AL","35603",12/12/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Dylann Bramlett was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4568,"201104ALabama","Alabama Tornado of April 2011","Registered","Gooch","Malik","21680 Daveen Dr","Elkmont","AL","35620",6/1/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Malik Gooch was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4569,"201104ALabama","Alabama Tornado of April 2011","Registered","Hill","Connor","1603 Chestnut St Apt C","Decatur","AL","35601",6/1/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Connor Hill came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4570,"201104ALabama","Alabama Tornado of April 2011","Registered","Auen","Angelina","1061 Co Rd 94","Moulton","AL","35650",5/27/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Angelina Auen came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4571,"201104ALabama","Alabama Tornado of April 2011","Registered","Carter","Noah","515 Rye Dr SW","Decatur","AL","35603",5/24/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Noah Carter came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4572,"201104ALabama","Alabama Tornado of April 2011","Registered","Lowe","Heather","124 Montrose Court  101","Dothan","AL","36301",6/1/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Heather Lowe came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4573,"201104ALabama","Alabama Tornado of April 2011","Registered","Hood","Aidan","2303 Amberly Lane","Decatur","AL","35603",6/3/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Aidan Hood was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4574,"201104ALabama","Alabama Tornado of April 2011","Registered","ESPERICUETA","Keandre","705 Bert Stinson Rd","Falkville","AL","35622",6/8/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Keandre ESPERICUETA came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4575,"201104ALabama","Alabama Tornado of April 2011","Registered","BULLARD","Long","2417 Ironman Rd","Danville ","AL","35619",7/13/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Long BULLARD was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4576,"201104ALabama","Alabama Tornado of April 2011","Registered","Thompson Jr.","Mantez","2417 Ironman Rd ","Danville","AL","35619",12/31/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Mantez Thompson Jr. was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4577,"201104ALabama","Alabama Tornado of April 2011","Registered","Johnston","Elizabeth","180 Rainzi St","Hillsboro","AL","35643",6/2/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Elizabeth Johnston was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4578,"201104ALabama","Alabama Tornado of April 2011","Registered","Terry","Elijah","1215 20th Ave SE","Decatur","AL","35601",9/11/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Elijah Terry was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4579,"201104ALabama","Alabama Tornado of April 2011","Registered","Kimbrough","Harlie","1422 A Smith Ave SW","Decatur","AL","35603",11/25/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Harlie Kimbrough came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4580,"201104ALabama","Alabama Tornado of April 2011","Registered","Murphy","Katherine","136 N. Robinson Rd.","Hartselle","AL","35640",9/16/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Katherine Murphy came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
