"trackid","DisasterID","DisasterName","lastname","firstname","dob","age","sex","uniqueID","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
"ARMOR0000","201104ALabama","Alabama Tornador of April 2011","Armor","John",2/24/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Armor was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ARMOR0001","201104ALabama","Alabama Tornador of April 2011","Armor ","John",6/4/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Armor  was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"TIDWEL0001","201104ALabama","Alabama Tornador of April 2011","Tidwell","Jane",7/7/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Tidwell came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"YAMBRE0000","201104ALabama","Alabama Tornador of April 2011","Yambrek","Jane",6/2/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Yambrek came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WOODS0003","201104ALabama","Alabama Tornador of April 2011","Woods","John",6/2/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Woods was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"OBERRY0000","201104ALabama","Alabama Tornador of April 2011","OBerry","Jane",5/21/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane OBerry came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CAGLE0000","201104ALabama","Alabama Tornador of April 2011","Cagle","Jane",9/9/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cagle came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BRAMLE0001","201104ALabama","Alabama Tornador of April 2011","Bramlett","John",2/18/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Bramlett was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JONES0020","201104ALabama","Alabama Tornador of April 2011","Jones","Jane",5/26/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Jones came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CRITTE0000","201104ALabama","Alabama Tornador of April 2011","Crittendon","John",5/28/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Crittendon was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DEAN0000","201104ALabama","Alabama Tornador of April 2011","Dean","John",5/29/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Dean was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DEAN0001","201104ALabama","Alabama Tornador of April 2011","Dean","Jane",5/21/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Dean came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LETSON0002","201104ALabama","Alabama Tornador of April 2011","Letson","Jane",6/2/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Letson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LETSON0003","201104ALabama","Alabama Tornador of April 2011","Letson","Jane",6/2/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Letson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"HUMPHR0000","201104ALabama","Alabama Tornador of April 2011","Humphries","John",3/17/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Humphries was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LONNER0000","201104ALabama","Alabama Tornador of April 2011","Lonnergan","John",6/4/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lonnergan was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CAMPBE0004","201104ALabama","Alabama Tornador of April 2011","Campbell","John",2/12/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Campbell was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CAMPBE0005","201104ALabama","Alabama Tornador of April 2011","Campbell","Jane",10/5/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Campbell came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PALMER0002","201104ALabama","Alabama Tornador of April 2011","Palmer","John",12/12/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Palmer was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"PATTER0001","201104ALabama","Alabama Tornador of April 2011","Patterson","John",6/1/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Patterson was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CISCA0000","201104ALabama","Alabama Tornador of April 2011","Cisca","Jane",6/1/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cisca came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PULLIA0000","201104ALabama","Alabama Tornador of April 2011","Pulliam","Jane",5/27/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Pulliam came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SUGGS0000","201104ALabama","Alabama Tornador of April 2011","Prad","Jane",5/24/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Prad came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PRAD0000","201104ALabama","Alabama Tornador of April 2011","Prad","Jane",6/1/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Prad came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WALLAC0005","201104ALabama","Alabama Tornador of April 2011","Wallace","John",6/3/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Wallace was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SUTHER0000","201104ALabama","Alabama Tornador of April 2011","Sutherland","Jane",6/8/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Sutherland came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SAPP0001","201104ALabama","Alabama Tornador of April 2011","Sapp","John",7/13/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Sapp was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SAPP0002","201104ALabama","Alabama Tornador of April 2011","Sapp","John",12/31/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Sapp was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HAZARD0000","201104ALabama","Alabama Tornador of April 2011","Hazard","John",6/2/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hazard was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CRUZ0000","201104ALabama","Alabama Tornador of April 2011","Cruz","John",9/11/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Cruz was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SISTRU0000","201104ALabama","Alabama Tornador of April 2011","Sistrunk","Jane",11/25/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Sistrunk came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WILLIA0007","201104ALabama","Alabama Tornador of April 2011","Williams","Jane",9/16/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Williams came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LOCKER0000","201104ALabama","Alabama Tornador of April 2011","Locker","Jane",6/11/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Locker came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MCMAHO0000","201104ALabama","Alabama Tornador of April 2011","McMahon","John",6/5/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John McMahon was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"TORREB0005","201104ALabama","Alabama Tornador of April 2011","Torreblanca","Jane",4/26/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Torreblanca came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"TAPSCO0000","201104ALabama","Alabama Tornador of April 2011","Tapscott","John",6/7/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Tapscott was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"STOVER0000","201104ALabama","Alabama Tornador of April 2011","Stover","Jane",6/2/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Stover came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CHILDE0002","201104ALabama","Alabama Tornador of April 2011","Childers","John",9/28/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Childers was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BROWN0018","201104ALabama","Alabama Tornador of April 2011","Brown","Jane",11/13/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Brown came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MCCLES0001","201104ALabama","Alabama Tornador of April 2011","McCleskey","John",11/29/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John McCleskey was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MCCLESKEY","201104ALabama","Alabama Tornador of April 2011","McCleskey","Jane",11/29/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane McCleskey came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PRATT0000","201104ALabama","Alabama Tornador of April 2011","Pratt","Jane",12/12/1973 0:00:00,39,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Pratt came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"YOUNG0003","201104ALabama","Alabama Tornador of April 2011","Young ","John",3/30/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Young  was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HANEY0001","201104ALabama","Alabama Tornador of April 2011","Haney","Jane",1/26/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Haney came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"STICKN0000","201104ALabama","Alabama Tornador of April 2011","Stickney","Jane",12/12/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Stickney came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"GILBER0000","201104ALabama","Alabama Tornador of April 2011","Gilbert","Jane",11/30/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Gilbert came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ANDREW0000","201104ALabama","Alabama Tornador of April 2011","Andrews","John",5/1/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Andrews was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WILEY0003","201104ALabama","Alabama Tornador of April 2011","Wiley","John",6/17/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Wiley was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JONES0019","201104ALabama","Alabama Tornador of April 2011","Jones","Jane",5/16/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Jones came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"REYNOL0003","201104ALabama","Alabama Tornador of April 2011","Reynolds","John",6/14/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Reynolds was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DAVIS0005","201104ALabama","Alabama Tornador of April 2011","Davis","John",8/4/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Davis was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HALL0001","201104ALabama","Alabama Tornador of April 2011","Hall","John",2/26/1970 0:00:00,42,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hall was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"RICHAR0005","201104ALabama","Alabama Tornador of April 2011","Richardson","Jane",9/3/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Richardson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CAMPBE0003","201104ALabama","Alabama Tornador of April 2011","Campbell","Jane",12/19/1970 0:00:00,42,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Campbell came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PREUIT0000","201104ALabama","Alabama Tornador of April 2011","Preuit","Jane",10/4/1972 0:00:00,40,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Preuit came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"NEWMAN0000","201104ALabama","Alabama Tornador of April 2011","Newman","John",12/31/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Newman was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LINDLE0000","201104ALabama","Alabama Tornador of April 2011","Lindley","John",11/18/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lindley was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LUGO0002","201104ALabama","Alabama Tornador of April 2011","Lugo","John",12/2/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lugo was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MEARS0001","201104ALabama","Alabama Tornador of April 2011","Mears","John",11/18/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Mears was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HOOK0000","201104ALabama","Alabama Tornador of April 2011","Hook","John",2/16/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hook was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"FOSTER0000","201104ALabama","Alabama Tornador of April 2011","Foster","John",6/19/1970 0:00:00,42,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Foster was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ENOCHS0001","201104ALabama","Alabama Tornador of April 2011","Enochs","John",8/19/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Enochs was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HOUSER0000","201104ALabama","Alabama Tornador of April 2011","Houser","John",6/27/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Houser was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SMITH0011","201104ALabama","Alabama Tornador of April 2011","Smith","Jane",3/6/1973 0:00:00,39,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Smith came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ALEXAN0000","201104ALabama","Alabama Tornador of April 2011","Alexander","Jane",1/21/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Alexander came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"KASSEL0000","201104ALabama","Alabama Tornador of April 2011","Kassel","John",8/6/1967 0:00:00,45,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Kassel was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BREWER0001","201104ALabama","Alabama Tornador of April 2011","Brewer","Jane",10/1/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Brewer came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"NEWMAN0001","201104ALabama","Alabama Tornador of April 2011","Newman","Jane",11/7/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Newman came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"FALL0000","201104ALabama","Alabama Tornador of April 2011","Fall","Jane",12/15/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Fall came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"STANDI0000","201104ALabama","Alabama Tornador of April 2011","Standifer","Jane",9/12/1969 0:00:00,43,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Standifer came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PEREZ0001","201104ALabama","Alabama Tornador of April 2011","Perez","John",4/27/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Perez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"PEREZ0002","201104ALabama","Alabama Tornador of April 2011","Perez","John",1/4/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Perez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BACHMA0000","201104ALabama","Alabama Tornador of April 2011","Bachman","John",2/15/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Bachman was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"NARON0000","201104ALabama","Alabama Tornador of April 2011","Naron","John",2/23/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Naron was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BRYANT0001","201104ALabama","Alabama Tornador of April 2011","Bryant","John",12/3/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Bryant was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BROWN0024","201104ALabama","Alabama Tornador of April 2011","Brown","Jane",5/26/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Brown came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BATTLE0000","201104ALabama","Alabama Tornador of April 2011","Battle","John",11/18/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Battle was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MILLER0009","201104ALabama","Alabama Tornador of April 2011","Miller","Jane",4/13/1984 0:00:00,28,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Miller came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
